title,tag,total_price,unitprice,position,house_range,house_area,house_toward,house_situation,house_floor,house_year,house_type,is_near_subway,tax_for_free,is_anytime
世茂维拉 装修好  正规一居 好楼层 诚心出售,VR房源,115万,"19,202元/平",世茂维拉-长阳,1室1厅,59.89平米,西,精装,高楼层(共16层),2015年,板塔结合,False,,False
上林苑 1室2厅 南 西 北,"VR房源,房本满五年,随时看房",179万,"25,078元/平",上林苑-瀛海,1室2厅,71.38平米,南 西 北,其他,中楼层(共6层),无年份,板楼,False,房本满五年,True
富力城一期高层二居室南北通透距离地铁近,"近地铁,VR房源,随时看房",735万,"79,058元/平",富力城A区-双井,2室1厅,92.97平米,南 北,精装,高楼层(共18层),2004年,板塔结合,True,,True
八角南里南北通透，两室一厅，刚需自住房,"近地铁,VR房源,房本满两年,随时看房",158万,"36,676元/平",八角南里-八角,2室1厅,43.08平米,南 北,简装,顶层(共5层),1993年,板楼,True,房本满两年,True
金隅丽港06年小区 人车分流 满五唯一、精致一居室,"近地铁,VR房源,房本满两年",245万,"44,709元/平",金隅丽港城-望京,1室1厅,54.8平米,东,简装,低楼层(共26层),2004年,塔楼,True,房本满两年,False
大红门35号院 南北三居室 户型方正,"近地铁,VR看装修,随时看房",258万,"34,497元/平",大红门35号院-角门,3室1厅,74.79平米,南 北,简装,高楼层(共6层),1996年,板楼,True,,True
万科城市花园 3室2厅 南 北,"VR看装修,房本满两年,随时看房",420万,"27,055元/平",万科城市花园-后沙峪,3室2厅,155.24平米,南 北,简装,中楼层(共4层),2000年,板楼,False,房本满两年,True
橡树湾两居室满五唯一，视野开阔，精装修,"近地铁,VR房源,房本满五年",585万,"81,899元/平",橡树湾二期-清河,3室1厅,71.43平米,东,精装,低楼层(共11层),2009年,板塔结合,True,房本满五年,False
南北两居，两梯四户，楼层采光好，2019年社区。,"近地铁,VR房源,随时看房",328万,"41,805元/平",朝悦居-望京,2室1厅,78.46平米,南 北,毛坯,高楼层(共28层),2021年,板楼,True,,True
大红门西路35号院   精装修 中间楼层三居室,"VR看装修,房本满五年,随时看房",358万,"41,926元/平",大红门35号院-角门,3室1厅,85.39平米,南 北,精装,中楼层(共6层),无年份,板楼,False,房本满五年,True
芳园里中楼层两居室满五唯一近地铁,"近地铁,VR房源,房本满五年,随时看房",228万,"39,680元/平",芳园里-酒仙桥,2室1厅,57.46平米,南 北,简装,中楼层(共7层),1991年,板楼,True,房本满五年,True
新风南里 一居室 看房方便 业主诚心出售,"近地铁,VR房源,随时看房",530万,"148,877元/平",新风南里-马甸,1室1厅,35.6平米,北,精装,中楼层(共6层),1990年,板楼,True,,True
纳帕溪谷 东区精装大独栋别墅 C户型 店长推荐,"VR房源,房本满五年,随时看房",1620万,"31,897元/平",纳帕溪谷-小汤山,5室4厅,507.9平米,南,其他,2层,无年份,板楼,False,房本满五年,True
马甸南村，朝南一居室，相当于满五唯一，仅产生契税。,"近地铁,VR房源,房本满两年,随时看房",578万,"142,365元/平",马甸南村-马甸,1室1厅,40.6平米,南,精装,6层,1986年,板楼,True,房本满两年,True
沿海赛洛城一期，此房是满五的，户型方正，两室双卫,"甄选房,VR房源,房本满五年",479万,"40,344元/平",沿海赛洛城一期-百子湾,2室1厅,118.73平米,南 北,精装,中楼层(共18层),2007年,板塔结合,False,房本满五年,False
康盛园 3室1厅 南 北 西,"VR房源,房本满五年,随时看房",320万,"32,168元/平",康盛园-高米店,3室1厅,99.48平米,南 北 西,简装,中楼层(共6层),2002年,板楼,False,房本满五年,True
良乡地区黄辛庄东里 低楼层 商品房,"甄选房,VR看装修,房本满五年,随时看房",118万,"16,339元/平",黄辛庄东里-良乡,2室1厅,72.22平米,西北,简装,低楼层(共6层),2001年,板楼,False,房本满五年,True
主卧客厅朝东，采光好视野好，诚心出售,"近地铁,VR房源,房本满五年,随时看房",192万,"22,220元/平",龙湖时代天街-天宫院,2室1厅,86.41平米,东 西,其他,中楼层(共26层),无年份,塔楼,True,房本满五年,True
北京金科天籁城 3室1厅 南,"VR房源,房本满五年,随时看房",270万,"30,111元/平",北京金科天籁城-天宫院,3室1厅,89.67平米,南,简装,中楼层(共29层),2017年,板塔结合,False,房本满五年,True
双阳台 + 全功能分区，小空间装下舒适生活 精装,"VR房源,房本满五年",320万,"42,183元/平",开阳里二区-北京南站,2室1厅,75.86平米,西北,精装,顶层(共6层),无年份,板楼,False,房本满五年,False
泰和宜园 2室1厅 南 北,"VR房源,随时看房",150万,"20,000元/平",泰和宜园-马坡,2室1厅,75平米,南 北,其他,中楼层(共11层),2011年,板楼,False,,True
