title,tag,total_price,unitprice,position,house_range,house_area,house_toward,house_situation,house_floor,house_year,house_type,is_near_subway,tax_for_free,is_anytime
满五年唯一，南北通透，婚房精装，高层观景,"VR房源,房本满五年,随时看房",142万,"17,612元/平",中晟馨苑2号院-马坡,2室1厅,80.63平米,南 北,简装,低楼层(共18层),2015年,板楼,False,房本满五年,True
双阳台 + 全功能分区，小空间装下舒适生活 精装,"VR房源,房本满五年",320万,"42,183元/平",开阳里二区-北京南站,2室1厅,75.86平米,西北,精装,顶层(共6层),无年份,板楼,False,房本满五年,False
帅府园，精品两居，周边交通便利，靠近万达，配套齐全,"VR看装修,房本满五年,随时看房",277万,"43,747元/平",帅府园-万达,2室1厅,63.32平米,南 北,精装,中楼层(共6层),无年份,板楼,False,房本满五年,True
宋家庄，赵公口，刘家窑，石榴庄，有电梯，一居室,"VR看装修,房本满五年,随时看房",170万,"35,154元/平",石榴园南里小区-刘家窑,1室1厅,48.36平米,东 南,简装,高楼层(共18层),1995年,塔楼,False,房本满五年,True
康盛园 3室1厅 南 北 西,"VR房源,房本满五年,随时看房",320万,"32,168元/平",康盛园-高米店,3室1厅,99.48平米,南 北 西,简装,中楼层(共6层),2002年,板楼,False,房本满五年,True
朝悦居 2室1厅 南,"近地铁,VR房源",348万,"44,001元/平",朝悦居-望京,2室1厅,79.09平米,南,精装,高楼层(共28层),2021年,板楼,True,,False
宣武门站旁边，宣武门外东大街双南向两居,"近地铁,VR看装修,随时看房",450万,"85,601元/平",宣武门外东大街-宣武门,2室0厅,52.57平米,南,毛坯,中楼层(共11层),无年份,板塔结合,True,,True
小红庙小区南北通透一层南北两居室，安静不临街。,"近地铁,VR看装修",398万,"79,299元/平",小红庙-广安门,2室1厅,50.19平米,南 北,简装,底层(共6层),无年份,板楼,True,,False
碧桂园小区A区 5室2厅 南 北,"VR房源,房本满五年,随时看房",238万,"13,077元/平",碧桂园小区A区-长阳,5室2厅,182.01平米,南 北,简装,顶层(共6层),2003年,板楼,False,房本满五年,True
世华龙樾四期 3室1厅 南 北,"近地铁,VR房源,房本满两年,随时看房",880万,"87,493元/平",世华龙樾四期-清河,3室1厅,100.58平米,南 北,精装,底层(共6层),无年份,板楼,True,房本满两年,True
农光东里 人文环境好 紧凑小两居,"近地铁,VR房源,房本满两年,随时看房",207万,"40,958元/平",农光东里-劲松,2室1厅,50.54平米,东北,简装,低楼层(共18层),1993年,塔楼,True,房本满两年,True
2016年电梯洋房，跃层户型使用空间足，满五年唯一,"近地铁,VR房源,房本满五年,随时看房",950万,"58,850元/平",世华龙樾二期-清河,3室1厅,161.43平米,南 北,简装,底层(共9层),无年份,板楼,True,房本满五年,True
云景里南大门 中间楼层 户型方正 南北通透,"VR看装修,房本满五年,随时看房",213.9万,"24,045元/平",云景里南大门-梨园,2室1厅,88.96平米,南 北,简装,中楼层(共6层),无年份,板楼,False,房本满五年,True
沿海赛洛城五期 中高楼层 南向一居室,"VR房源,房本满五年,随时看房",212万,"40,443元/平",沿海赛洛城五期-百子湾,1室1厅,52.42平米,南,其他,中楼层(共11层),2008年,板楼,False,房本满五年,True
红莲南里 正规一居室 近地铁 满五年唯一 配套成熟,"VR房源,房本满五年",329万,"75,982元/平",红莲南里-马连道,1室1厅,43.3平米,南,简装,低楼层(共18层),1991年,塔楼,False,房本满五年,False
业主诚售 精装四居  满两年 电梯洋房 户型方正,"VR房源,房本满两年,随时看房",352万,"33,055元/平",中建·京西印玥-良乡,4室1厅,106.49平米,南 北,精装,低楼层(共6层),2022年,板楼,False,房本满两年,True
商五一，把西边明卫，4层三居两卫，落地窗,"近地铁,VR看装修,房本满五年",368万,"29,312元/平",龙锦苑一区-回龙观,3室2厅,125.55平米,南 北,简装,6层,无年份,板楼,True,房本满五年,False
世华龙樾一期东区 2室1厅 南 北,"近地铁,VR房源,房本满五年,随时看房",798万,"91,409元/平",世华龙樾一期东区-清河,2室1厅,87.3平米,南 北,其他,低楼层(共11层),2014年,板楼,True,房本满五年,True
北沙滩小区  高楼层 南向一居室  满五唯一,"VR房源,房本满五年",270万,"47,477元/平",北沙滩小区-南沙滩,1室1厅,56.87平米,南,其他,顶层(共18层),1998年,塔楼,False,房本满五年,False
翠成馨园D区 2室2厅 东,"VR房源,房本满两年",225万,"29,889元/平",翠成馨园D区-垡头,2室2厅,75.28平米,东,简装,中楼层(共22层),2017年,板楼,False,房本满两年,False
龙湖香醍漫步四区南区 南北三居室 满五年唯一,"VR看装修,房本满五年,随时看房",265万,"19,497元/平",龙湖香醍溪岸南区-马坡,3室1厅,135.92平米,南 北,简装,中楼层(共8层),2012年,板楼,False,房本满五年,True
层高3.1米 东西通透 高层观景 拎包入住,"近地铁,VR看装修,房本满两年",870万,"68,359元/平",观湖国际-朝阳公园,2室2厅,127.27平米,东 西,精装,中楼层(共25层),2007年,板楼,True,房本满两年,False
